分类一	分类二	分类三	分类四	词类名	同义词
通用同义词	集合词#	集合			邝文珣
通用同义词	集合词#	集合			杨丞琳
通用同义词	集合词#	集合			黄宝欣
通用同义词	集合词#	集合			方大同
通用同义词	集合词#	集合			陶晶莹
通用同义词	集合词#	集合			林宸希
通用同义词	集合词#	集合			张柏芝
通用同义词	集合词#	集合			胡蓓蔚
通用同义词	集合词#	集合			陈淑桦
通用同义词	集合词#	集合			那英
通用同义词	集合词#	集合			吴君如
通用同义词	集合词#	集合			张燕
通用同义词	集合词#	集合			艾敬
通用同义词	集合词#	集合			裴秀智
通用同义词	集合词#	集合			何美玲
通用同义词	集合词#	集合			蔡淳佳
通用同义词	集合词#	集合			张可芝
通用同义词	集合词#	集合			李宇春
通用同义词	集合词#	集合			金素梅
通用同义词	集合词#	集合			谭咏麟
通用同义词	集合词#	集合			叶玉卿
通用同义词	集合词#	集合			李碧华
通用同义词	集合词#	集合			陈芬兰
通用同义词	集合词#	集合			赵咏华
通用同义词	集合词#	集合			张德兰
通用同义词	集合词#	集合			孙苹
通用同义词	集合词#	集合			付辛博
通用同义词	集合词#	集合			张凤凤
通用同义词	集合词#	集合			韩宝仪
通用同义词	集合词#	集合			曹芳
通用同义词	集合词#	集合			梁静茹
通用同义词	集合词#	集合			林美
通用同义词	集合词#	集合			朴信惠
通用同义词	集合词#	集合			江彬
通用同义词	集合词#	集合			李龙怡
通用同义词	集合词#	集合			杨小琳
通用同义词	集合词#	集合			陈乔恩
通用同义词	集合词#	集合			陈淑萍
通用同义词	集合词#	集合			张韶涵
通用同义词	集合词#	集合			林宝
通用同义词	集合词#	集合			婷婷
通用同义词	集合词#	集合			傅天颖
通用同义词	集合词#	集合			温碧霞
通用同义词	集合词#	集合			周鹏
通用同义词	集合词#	集合			忧欢派对
通用同义词	集合词#	集合			祖海
通用同义词	集合词#	集合			韦嘉
通用同义词	集合词#	集合			叶树茵
通用同义词	集合词#	集合			李钟硕
通用同义词	集合词#	集合			汤宝如 汤灿
通用同义词	集合词#	集合			陈琳
通用同义词	集合词#	集合			辛欣
通用同义词	集合词#	集合			邓紫棋
通用同义词	集合词#	集合			谢雨欣
通用同义词	集合词#	集合			王秀琳
通用同义词	集合词#	集合			成方圆
通用同义词	集合词#	集合			郭兰英
通用同义词	集合词#	集合			齐豫
通用同义词	集合词#	集合			郑华娟
通用同义词	集合词#	集合			陈小霞
通用同义词	集合词#	集合			薛凯琪
通用同义词	集合词#	集合			马可
通用同义词	集合词#	集合			林忆莲
通用同义词	集合词#	集合			顾莉雅
通用同义词	集合词#	集合			苏小明
通用同义词	集合词#	集合			詹雅雯
通用同义词	集合词#	集合			刘亦菲
通用同义词	集合词#	集合			陈苑淇
通用同义词	集合词#	集合			柳岩
通用同义词	集合词#	集合			吴磊
通用同义词	集合词#	集合			张艾嘉
通用同义词	集合词#	集合			曾淑勤
通用同义词	集合词#	集合			周海媚
通用同义词	集合词#	集合			蔡琴
通用同义词	集合词#	集合			刘美君
通用同义词	集合词#	集合			叶蕴仪
通用同义词	集合词#	集合			张云龙
通用同义词	集合词#	集合			尤雅
通用同义词	集合词#	集合			黄妃
通用同义词	集合词#	集合			廖佩伶
通用同义词	集合词#	集合			俞静
通用同义词	集合词#	集合			香香
通用同义词	集合词#	集合			林俊杰
通用同义词	集合词#	集合			张也
通用同义词	集合词#	集合			陈秀雯
通用同义词	集合词#	集合			辛晓琪
通用同义词	集合词#	集合			林子娟
通用同义词	集合词#	集合			刘婕
通用同义词	集合词#	集合			江恩慈
通用同义词	集合词#	集合			关牧村
通用同义词	集合词#	集合			陈乐洋
通用同义词	集合词#	集合			江玲
通用同义词	集合词#	集合			李烁
通用同义词	集合词#	集合			邓超
通用同义词	集合词#	集合			嘉琳
通用同义词	集合词#	集合			江珊
通用同义词	集合词#	集合			魏雪漫
通用同义词	集合词#	集合			李克勤
通用同义词	集合词#	集合			陈悦
通用同义词	集合词#	集合			周亮
通用同义词	集合词#	集合			黄慧音
通用同义词	集合词#	集合			陈怡蓉
通用同义词	集合词#	集合			王馨平
通用同义词	集合词#	集合			伊雪莉
通用同义词	集合词#	集合			李香兰
通用同义词	集合词#	集合			蓝沁
通用同义词	集合词#	集合			李茏怡
通用同义词	集合词#	集合			陈倩倩
通用同义词	集合词#	集合			卓文萱
通用同义词	集合词#	集合			朱桦
通用同义词	集合词#	集合			林萍
通用同义词	集合词#	集合			江美琪
通用同义词	集合词#	集合			黄莺莺
通用同义词	集合词#	集合			杨千桦
通用同义词	集合词#	集合			李丹阳
通用同义词	集合词#	集合			陈奕迅
通用同义词	集合词#	集合			吴名慧
通用同义词	集合词#	集合			方皓玟
通用同义词	集合词#	集合			郑秀晶
通用同义词	集合词#	集合			边伯贤
通用同义词	集合词#	集合			芮恩
通用同义词	集合词#	集合			刘虹
通用同义词	集合词#	集合			朱明瑛
通用同义词	集合词#	集合			李蕙敏
通用同义词	集合词#	集合			陈思慧
通用同义词	集合词#	集合			许秋怡
通用同义词	集合词#	集合			吴佩慈
通用同义词	集合词#	集合			小辣椒
通用同义词	集合词#	集合			黄馨
通用同义词	集合词#	集合			王大陆
通用同义词	集合词#	集合			陈艾玲
通用同义词	集合词#	集合			邓丽君
通用同义词	集合词#	集合			范晓萱
通用同义词	集合词#	集合			丁小芹
通用同义词	集合词#	集合			郭嘉璐
通用同义词	集合词#	集合			张亮
通用同义词	集合词#	集合			赵学而
通用同义词	集合词#	集合			雪儿
通用同义词	集合词#	集合			程琳
通用同义词	集合词#	集合			叶丽仪
通用同义词	集合词#	集合			洪爱莉
通用同义词	集合词#	集合			萧亚轩
通用同义词	集合词#	集合			张智霖
通用同义词	集合词#	集合			刘芳
通用同义词	集合词#	集合			曾嘉莉
通用同义词	集合词#	集合			叶蓓
通用同义词	集合词#	集合			才旦卓玛
通用同义词	集合词#	集合			曾庆瑜
通用同义词	集合词#	集合			卢春如
通用同义词	集合词#	集合			温岚
通用同义词	集合词#	集合			郑爽
通用同义词	集合词#	集合			龙千玉
通用同义词	集合词#	集合			李小璐
通用同义词	集合词#	集合			罗琦
通用同义词	集合词#	集合			阿妹妹
通用同义词	集合词#	集合			钟汶
通用同义词	集合词#	集合			周冰倩
通用同义词	集合词#	集合			刘小钰
通用同义词	集合词#	集合			陈妃平
通用同义词	集合词#	集合			胡慧中
通用同义词	集合词#	集合			鹿晗
通用同义词	集合词#	集合			麦洁文
通用同义词	集合词#	集合			宋新妮
通用同义词	集合词#	集合			丁薇
通用同义词	集合词#	集合			王芷蕾
通用同义词	集合词#	集合			姜昕
通用同义词	集合词#	集合			任静
通用同义词	集合词#	集合			陈慧娴
通用同义词	集合词#	集合			董文华
通用同义词	集合词#	集合			杨采妮
通用同义词	集合词#	集合			陈美龄
通用同义词	集合词#	集合			孙俪
通用同义词	集合词#	集合			张靓颖
通用同义词	集合词#	集合			伊能静
通用同义词	集合词#	集合			李煜
通用同义词	集合词#	集合			殷悦
通用同义词	集合词#	集合			韩庚
通用同义词	集合词#	集合			马郁
通用同义词	集合词#	集合			高圆圆
通用同义词	集合词#	集合			安又琪
通用同义词	集合词#	集合			洪玮
通用同义词	集合词#	集合			王凯
通用同义词	集合词#	集合			韩红
通用同义词	集合词#	集合			朴灿烈
通用同义词	集合词#	集合			管罄
通用同义词	集合词#	集合			林玉英
通用同义词	集合词#	集合			唐艾萱
通用同义词	集合词#	集合			李敏
通用同义词	集合词#	集合			刘德华
通用同义词	集合词#	集合			朱安禹
通用同义词	集合词#	集合			张元蒂
通用同义词	集合词#	集合			周星驰
通用同义词	集合词#	集合			陈梓潼
通用同义词	集合词#	集合			马思纯
通用同义词	集合词#	集合			何璐
通用同义词	集合词#	集合			杨幂
通用同义词	集合词#	集合			甄楚倩
通用同义词	集合词#	集合			早安少女组
通用同义词	集合词#	集合			田震
通用同义词	集合词#	集合			吴文
通用同义词	集合词#	集合			何炅
通用同义词	集合词#	集合			刘雯
通用同义词	集合词#	集合			刘嘉玲
通用同义词	集合词#	集合			关心妍
通用同义词	集合词#	集合			董燕妮
通用同义词	集合词#	集合			欧倩怡
通用同义词	集合词#	集合			陈洁丽
通用同义词	集合词#	集合			曾宝仪
通用同义词	集合词#	集合			迪丽热巴
通用同义词	集合词#	集合			谢金燕
通用同义词	集合词#	集合			杨钰莹
通用同义词	集合词#	集合			乌仁娜
通用同义词	集合词#	集合			薛之谦
通用同义词	集合词#	集合			罗志祥
通用同义词	集合词#	集合			林蒙
通用同义词	集合词#	集合			林雨婷
通用同义词	集合词#	集合			宁静
通用同义词	集合词#	集合			黄渤
通用同义词	集合词#	集合			刘依纯
通用同义词	集合词#	集合			郭采洁
通用同义词	集合词#	集合			美眉组合
通用同义词	集合词#	集合			谭晶
通用同义词	集合词#	集合			吉娃斯杜岚
通用同义词	集合词#	集合			陈冠茜
通用同义词	集合词#	集合			朱逢博
通用同义词	集合词#	集合			原子少女猫
通用同义词	集合词#	集合			筠子
针对性同义词*	重点词*	相关名词		mh126	
针对性同义词*	重点词*	相关名词			mh 126
针对性同义词*	重点词*	相关名词			mh126
针对性同义词*	重点词*	其他重点词*		提笔速记	
针对性同义词*	重点词*	其他重点词*			速记
针对性同义词*	重点词*	其他重点词*			提笔速记
针对性同义词*	重点词*	相关名词		haps	
针对性同义词*	重点词*	相关名词			haps+
针对性同义词*	重点词*	相关名词			haps
通用同义词	常用词	其他		禁言	
通用同义词	常用词	其他			禁言
通用同义词	常用词	其他			禁帖
通用同义词	常用词	其他			封号
针对性同义词*	非重点词	动词%v		查询	
针对性同义词*	非重点词	动词%v			知道
针对性同义词*	非重点词	动词%v			求
针对性同义词*	非重点词	动词%v			判断
针对性同义词*	非重点词	动词%v			查一查
针对性同义词*	非重点词	动词%v			问一下
针对性同义词*	非重点词	动词%v			检测
针对性同义词*	非重点词	动词%v			查下
针对性同义词*	非重点词	动词%v			看中
针对性同义词*	非重点词	动词%v			差选
针对性同义词*	非重点词	动词%v			查询
针对性同义词*	非重点词	动词%v			插
针对性同义词*	非重点词	动词%v			问问
针对性同义词*	非重点词	动词%v			差下
针对性同义词*	非重点词	动词%v			安装
针对性同义词*	非重点词	动词%v			查询下
针对性同义词*	非重点词	动词%v			通知
针对性同义词*	非重点词	动词%v			询问
针对性同义词*	非重点词	动词%v			咨询下
针对性同义词*	非重点词	动词%v			插入
针对性同义词*	非重点词	动词%v			chaxun
针对性同义词*	非重点词	动词%v			确定
针对性同义词*	非重点词	动词%v			查询到
针对性同义词*	非重点词	动词%v			查
针对性同义词*	非重点词	动词%v			验证
针对性同义词*	非重点词	动词%v			查到
针对性同义词*	非重点词	动词%v			辨
针对性同义词*	非重点词	动词%v			想问看看
针对性同义词*	非重点词	动词%v			介绍
针对性同义词*	非重点词	动词%v			查查
针对性同义词*	非重点词	动词%v			找回
针对性同义词*	非重点词	动词%v			问
针对性同义词*	非重点词	动词%v			获取
针对性同义词*	非重点词	动词%v			咨询
针对性同义词*	非重点词	动词%v			差的到
